"SP500_lag2","IndexDiv_lag1","Loss"
-20,-20,2222.56100544949
-19.5959595959596,-20,2178.18971214135
-19.1919191919192,-20,2134.37014158433
-18.7878787878788,-20,2089.01644720144
-18.3838383838384,-20,2042.75061538651
-17.979797979798,-20,1996.35547084767
-17.5757575757576,-20,1949.8019060746
-17.1717171717172,-20,1903.82119686557
-16.7676767676768,-20,1857.03499402656
-16.3636363636364,-20,1808.0875357386
-15.959595959596,-20,1758.44279506851
-15.5555555555556,-20,1709.84370194812
-15.1515151515152,-20,1662.06621970486
-14.7474747474747,-20,1614.56350944558
-14.3434343434343,-20,1567.4776383514
-13.9393939393939,-20,1521.07278253833
-13.5353535353535,-20,1476.2479845921
-13.1313131313131,-20,1431.59038349915
-12.7272727272727,-20,1387.68203670852
-12.3232323232323,-20,1344.18959237719
-11.9191919191919,-20,1300.25783879491
-11.5151515151515,-20,1256.80711854849
-11.1111111111111,-20,1213.04628169857
-10.7070707070707,-20,1169.63290444008
-10.3030303030303,-20,1127.16761296694
-9.8989898989899,-20,1085.28066225769
-9.4949494949495,-20,1043.15259697528
-9.09090909090909,-20,1001.2347907749
-8.68686868686869,-20,960.081398591919
-8.28282828282828,-20,919.636698513364
-7.87878787878788,-20,879.243868068813
-7.47474747474748,-20,839.406544515101
-7.07070707070707,-20,799.480372192481
-6.66666666666667,-20,760.534380168733
-6.26262626262626,-20,721.480659556354
-5.85858585858586,-20,683.874573974742
-5.45454545454546,-20,647.720034685901
-5.05050505050505,-20,612.27279847797
-4.64646464646465,-20,577.685821446471
-4.24242424242424,-20,543.342400290023
-3.83838383838384,-20,510.018276972015
-3.43434343434344,-20,477.526728968104
-3.03030303030303,-20,445.849917883687
-2.62626262626263,-20,415.289186221976
-2.22222222222222,-20,385.178597586138
-1.81818181818182,-20,353.849964051431
-1.41414141414142,-20,323.381230694775
-1.01010101010101,-20,293.508573796505
-0.606060606060606,-20,265.797362586062
-0.202020202020201,-20,250.064315159535
0.202020202020201,-20,224.122659655782
0.606060606060606,-20,220.973866005233
1.01010101010101,-20,203.830833829686
1.41414141414142,-20,180.8252069896
1.81818181818182,-20,158.326132572013
2.22222222222222,-20,137.102659105863
2.62626262626263,-20,117.450611586464
3.03030303030303,-20,98.9810892152359
3.43434343434343,-20,82.1962457193332
3.83838383838384,-20,67.0109601137897
4.24242424242424,-20,53.1038040774133
4.64646464646465,-20,40.6806750626076
5.05050505050505,-20,29.9898481898893
5.45454545454545,-20,21.1475856286101
5.85858585858586,-20,13.6875654223994
6.26262626262626,-20,7.83825856863565
6.66666666666667,-20,3.64553501178262
7.07070707070707,-20,1.04434317308407
7.47474747474747,-20,0.01564633532955
7.87878787878788,-20,0.648025558382879
8.28282828282828,-20,3.03403291096294
8.68686868686869,-20,7.05759724576202
9.09090909090909,-20,12.7489567449966
9.4949494949495,-20,19.9896640295802
9.8989898989899,-20,28.6309390157821
10.3030303030303,-20,38.8628482657089
10.7070707070707,-20,50.625386899003
11.1111111111111,-20,63.7395849605352
11.5151515151515,-20,78.0817134510663
11.9191919191919,-20,93.9558181820006
12.3232323232323,-20,111.214385676427
12.7272727272727,-20,129.785187643835
13.1313131313131,-20,149.087711723069
13.5353535353535,-20,169.113062817949
13.9393939393939,-20,190.194612031992
14.3434343434343,-20,212.758142759224
14.7474747474747,-20,236.981170032016
15.1515151515151,-20,262.324877944863
15.5555555555556,-20,288.522417588705
15.959595959596,-20,315.932814031257
16.3636363636364,-20,344.612542262525
16.7676767676768,-20,374.43643051705
17.1717171717172,-20,405.382021292196
17.5757575757576,-20,439.020140795202
17.979797979798,-20,473.927897476942
18.3838383838384,-20,510.39002046059
18.7878787878788,-20,548.323054544951
19.1919191919192,-20,587.412500440688
19.5959595959596,-20,626.461741761475
20,-20,666.815163236617
-20,-19.5959595959596,2174.0153445807
-19.5959595959596,-19.5959595959596,2130.71269525166
-19.1919191919192,-19.5959595959596,2087.27362320499
-18.7878787878788,-19.5959595959596,2044.36126180407
-18.3838383838384,-19.5959595959596,1999.86813921116
-17.979797979798,-19.5959595959596,1954.53333048146
-17.5757575757576,-19.5959595959596,1909.13185694634
-17.1717171717172,-19.5959595959596,1863.54552363111
-16.7676767676768,-19.5959595959596,1818.61350513277
-16.3636363636364,-19.5959595959596,1772.34390013503
-15.959595959596,-19.5959595959596,1724.14758397379
-15.5555555555556,-19.5959595959596,1675.74479705642
-15.1515151515152,-19.5959595959596,1628.32944258777
-14.7474747474747,-19.5959595959596,1581.79360738233
-14.3434343434343,-19.5959595959596,1535.23671639527
-13.9393939393939,-19.5959595959596,1489.17504143361
-13.5353535353535,-19.5959595959596,1444.45741103905
-13.1313131313131,-19.5959595959596,1400.5042539805
-12.7272727272727,-19.5959595959596,1357.12169910363
-12.3232323232323,-19.5959595959596,1314.30660978486
-11.9191919191919,-19.5959595959596,1271.59548883482
-11.5151515151515,-19.5959595959596,1228.66038573781
-11.1111111111111,-19.5959595959596,1186.06479249146
-10.7070707070707,-19.5959595959596,1143.3222024637
-10.3030303030303,-19.5959595959596,1101.22902558762
-9.8989898989899,-19.5959595959596,1060.10415795654
-9.4949494949495,-19.5959595959596,1019.03693798341
-9.09090909090909,-19.5959595959596,977.759991862746
-8.68686868686869,-19.5959595959596,937.024591663682
-8.28282828282828,-19.5959595959596,897.279876583008
-7.87878787878788,-19.5959595959596,857.58800354138
-7.47474747474748,-19.5959595959596,818.446486613317
-7.07070707070707,-19.5959595959596,779.357516946173
-6.66666666666667,-19.5959595959596,740.914886031401
-6.26262626262626,-19.5959595959596,702.641898931212
-5.85858585858586,-19.5959595959596,665.41206219512
-5.45454545454546,-19.5959595959596,629.606522473085
-5.05050505050505,-19.5959595959596,594.810312709126
-4.64646464646465,-19.5959595959596,560.799615260685
-4.24242424242424,-19.5959595959596,527.128644934556
-3.83838383838384,-19.5959595959596,494.239468453233
-3.43434343434344,-19.5959595959596,462.359761318519
-3.03030303030303,-19.5959595959596,431.202484894215
-2.62626262626263,-19.5959595959596,401.156551677407
-2.22222222222222,-19.5959595959596,371.84686688098
-1.81818181818182,-19.5959595959596,341.118414030723
-1.41414141414142,-19.5959595959596,311.239041202718
-1.01010101010101,-19.5959595959596,281.983250119642
-0.606060606060606,-19.5959595959596,254.832929816722
-0.202020202020201,-19.5959595959596,239.432509078487
0.202020202020201,-19.5959595959596,214.061453903993
0.606060606060606,-19.5959595959596,210.996785938935
1.01010101010101,-19.5959595959596,194.279851618861
1.41414141414142,-19.5959595959596,171.803507102021
1.81818181818182,-19.5959595959596,149.819274290364
2.22222222222222,-19.5959595959596,129.201720101265
2.62626262626263,-19.5959595959596,110.078993481867
3.03030303030303,-19.5959595959596,92.2366154587823
3.43434343434343,-19.5959595959596,76.0663899807376
3.83838383838384,-19.5959595959596,61.4830388894135
4.24242424242424,-19.5959595959596,48.1211783594136
4.64646464646465,-19.5959595959596,36.3080439674645
5.05050505050505,-19.5959595959596,26.359461810592
5.45454545454545,-19.5959595959596,18.1253572666976
5.85858585858586,-19.5959595959596,11.2028819516481
6.26262626262626,-19.5959595959596,6.00973485049924
6.66666666666667,-19.5959595959596,2.45770455339818
7.07070707070707,-19.5959595959596,0.456933434556184
7.47474747474747,-19.5959595959596,0.0557736674191862
7.87878787878788,-19.5959595959596,1.37004169730724
8.28282828282828,-19.5959595959596,4.39656178889797
8.68686868686869,-19.5959595959596,9.06815246638377
9.09090909090909,-19.5959595959596,15.3966145846387
9.4949494949495,-19.5959595959596,23.129508551448
9.8989898989899,-19.5959595959596,32.3553538697834
10.3030303030303,-19.5959595959596,43.1883457459386
10.7070707070707,-19.5959595959596,55.5130561227021
11.1111111111111,-19.5959595959596,68.9761513806215
11.5151515151515,-19.5959595959596,83.9435499505702
11.9191919191919,-19.5959595959596,100.272039996721
12.3232323232323,-19.5959595959596,118.053650509538
12.7272727272727,-19.5959595959596,136.824350773931
13.1313131313131,-19.5959595959596,156.080984157609
13.5353535353535,-19.5959595959596,176.385852357459
13.9393939393939,-19.5959595959596,198.056334738313
14.3434343434343,-19.5959595959596,221.322855881822
14.7474747474747,-19.5959595959596,245.965033279285
15.1515151515151,-19.5959595959596,271.393242208226
15.5555555555556,-19.5959595959596,298.016488496071
15.959595959596,-19.5959595959596,325.892095274366
16.3636363636364,-19.5959595959596,354.912153135382
16.7676767676768,-19.5959595959596,385.002553407651
17.1717171717172,-19.5959595959596,417.711717528221
17.5757575757576,-19.5959595959596,451.812816353451
17.979797979798,-19.5959595959596,487.398168987958
18.3838383838384,-19.5959595959596,524.482449210818
18.7878787878788,-19.5959595959596,562.735327844796
19.1919191919192,-19.5959595959596,600.970374715496
19.5959595959596,-19.5959595959596,640.494556786265
20,-19.5959595959596,680.834370643379
-20,-19.1919191919192,2125.8590363794
-19.5959595959596,-19.1919191919192,2083.18455821003
-19.1919191919192,-19.1919191919192,2040.80213381937
-18.7878787878788,-19.1919191919192,1998.29421842615
-18.3838383838384,-19.1919191919192,1956.27382954446
-17.979797979798,-19.1919191919192,1912.66539532326
-17.5757575757576,-19.1919191919192,1868.26218769633
-17.1717171717172,-19.1919191919192,1823.85422303637
-16.7676767676768,-19.1919191919192,1779.25463536002
-16.3636363636364,-19.1919191919192,1735.29547825191
-15.959595959596,-19.1919191919192,1689.59263940015
-15.5555555555556,-19.1919191919192,1642.23852535662
-15.1515151515152,-19.1919191919192,1595.13206706551
-14.7474747474747,-19.1919191919192,1548.8555045936
-14.3434343434343,-19.1919191919192,1503.50683924261
-13.9393939393939,-19.1919191919192,1457.93894121155
-13.5353535353535,-19.1919191919192,1412.80897400282
-13.1313131313131,-19.1919191919192,1369.76612450839
-12.7272727272727,-19.1919191919192,1326.80936178875
-12.3232323232323,-19.1919191919192,1284.59273127642
-11.9191919191919,-19.1919191919192,1242.86281390295
-11.5151515151515,-19.1919191919192,1200.85435523325
-11.1111111111111,-19.1919191919192,1159.1072534366
-10.7070707070707,-19.1919191919192,1117.22741340575
-10.3030303030303,-19.1919191919192,1075.60888845678
-9.8989898989899,-19.1919191919192,1034.89322300655
-9.4949494949495,-19.1919191919192,994.752793834889
-9.09090909090909,-19.1919191919192,954.39736865014
-8.68686868686869,-19.1919191919192,914.255401970588
-8.28282828282828,-19.1919191919192,874.984431005046
-7.87878787878788,-19.1919191919192,836.198417311928
-7.47474747474748,-19.1919191919192,797.713401816758
-7.07070707070707,-19.1919191919192,759.491145124786
-6.66666666666667,-19.1919191919192,721.45862990776
-6.26262626262626,-19.1919191919192,684.111420282441
-5.85858585858586,-19.1919191919192,647.224411686708
-5.45454545454546,-19.1919191919192,611.822445422994
-5.05050505050505,-19.1919191919192,577.586895825946
-4.64646464646465,-19.1919191919192,544.097054948142
-4.24242424242424,-19.1919191919192,511.110203123558
-3.83838383838384,-19.1919191919192,478.708673938316
-3.43434343434344,-19.1919191919192,447.427795689037
-3.03030303030303,-19.1919191919192,416.799769961736
-2.62626262626263,-19.1919191919192,387.268870931942
-2.22222222222222,-19.1919191919192,358.630221918767
-1.81818181818182,-19.1919191919192,328.620604687113
-1.41414141414142,-19.1919191919192,299.328991488256
-1.01010101010101,-19.1919191919192,270.688201369881
-0.606060606060606,-19.1919191919192,244.099611541961
-0.202020202020201,-19.1919191919192,229.031420732596
0.202020202020201,-19.1919191919192,204.231240823678
0.606060606060606,-19.1919191919192,201.24974092687
